Range? (y/n),Brand,ALM description,Category,Supplier,ALM item code,Barcode (GTIN),Carton size,Unit cost ex GST,Retail @25% GP ex GST,On promo,Notes
,TATACHILLA,TATACHILLA SHIRAZ KEG      30L,WINE KEGS,VINARCHY AUSTRALIA,391998,9313048107695,1,377.57,553.99,,
,TATACHILLA,TATACHILLA ROSE KEG        30L,WINE KEGS,VINARCHY AUSTRALIA,998122,09891227,1,377.57,553.99,,
,CHANDON,MOET CHANDON BRUT IMPERL  1.5L,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,558566,3185370785249,3,171.64,251.99,,
,CHANDON,MOET CHANDON VINT GB     750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,687381,3185370769270,6,117.57,172.99,,
,CHANDON,MOET CHANDON NECT G/BOX  750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,887151,3185370769607,6,89.11,130.99,,
,CHANDON,MOET CHANDON ROSE G/BOX  750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,505961,3185370061503,6,86.37,126.99,,
,CHANDON,MOET CHANDON BRUT ROSE   750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,556506,3185370074831,6,84.17,123.99,,
,CHANDON,MOET CHANDON IMPER G/BOX 750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,789719,3185370763957,6,73.50,107.99,,
,CHANDON,MOET CHANDON BRUT NV     750ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA,535518,3185370729960,6,67.94,99.99,Y,
,CHANDON,MOET CHANDON IMPERIAL    200ML,WINE SPARKLING CHAMPAGNE,MOET HENNESSY AUSTRALIA PTY LIMITED,759777,3185370792902,24,27.46,40.99,,
,ST,DE BORTOLI ESTE CUVEE    750ML,WINE SPARKLING WHITE,DE BORTOLI WINES PTY LIMI,418703,9300752221342,6,19.11,28.99,,
,TE,TEMPUS TWO VAR BLC DE BLC750ML,WINE SPARKLING WHITE,AUSTRALIAN VINTAGE-DOMEST,527544,9315743502324,6,9.53,13.99,Y,
,TATACHILLA,TATACHILLA SPTZ TR C/NUT 750ML,WINE SPARKLING WHITE,VINARCHY AUSTRALIA,526247,9313048011442,6,8.90,13.99,Y,
,TATACHILLA,TATACHILLA SPTZ CIT F/LME750ML,WINE SPARKLING WHITE,VINARCHY AUSTRALIA,526271,9313048011107,6,8.90,13.99,Y,
,TATACHILLA,TATACHILLA WHIT ADML PROS750ML,WINE SPARKLING WHITE,VINARCHY AUSTRALIA,294735,9313048022349,6,7.34,10.99,Y,
,TATACHILLA,TATACHILLA BRUT          750ML,WINE SPARKLING WHITE,VINARCHY AUSTRALIA,572492,9313048600721,12,6.72,9.99,,
,DE,DEVILS LAIR DANCE C/SAUV 750ML,WINE STILL RED,TREASURY WINE ESTATES,276156,9310194002249,6,22.20,32.99,,
,DE,DEVILS LAIR H/CVE C/SHRZ 750ML,WINE STILL RED,TREASURY WINE ESTATES,542609,9310194001235,6,16.25,23.99,,
,DE,DEVILS LAIR 5TH LEG SHZ  750ML,WINE STILL RED,TREASURY WINE ESTATES,557248,9310194001532,6,9.17,13.99,Y,
