Range? (y/n),Segment,Rank TY,Rank LY,Segment % share,ALM description,ALM item code,Barcode (GTIN),Supplier,Stock type,Carton size,Unit cost ex GST,Already stocked (barcode match)
,STILL WHITE,4,6,2.34%,UPSIDE DOWN SAUV BLANC   750ML,545259,9415305499618,TREASURY WINE ESTATES,ALM Warehouse,6,8.20,YES
,STILL WHITE,5,5,2.05%,MUD HOUSE SAUV BLANC     750ML,534017,9421018070013,VINARCHY AUSTRALIA,ALM Warehouse,6,11.74,
,STILL WHITE,6,4,1.93%,STONELEIGH MARLB S/BLANC 750ML,599392,9311043403064,VINARCHY AUSTRALIA,ALM Warehouse,6,9.95,
,STILL WHITE,7,8,1.55%,HARDYS VR CHARDONNAY        1L,534871,9311043088810,VINARCHY AUSTRALIA,ALM Warehouse,6,6.91,
,STILL WHITE,8,7,1.53%,TA KU SAUVIGNON BLANC    750ML,513537,9311043012747,VINARCHY AUSTRALIA,ALM Warehouse,6,11.10,
,STILL WHITE,9,11,1.43%,TATACHILLA WHT ADML P/GRI750ML,20916,9313048851802,VINARCHY AUSTRALIA,ALM Warehouse,6,7.34,
,STILL WHITE,10,9,1.40%,JACOBS CK SAUV BLANC     750ML,760189,9311043403101,VINARCHY AUSTRALIA,ALM Warehouse,12,7.56,
,STILL WHITE,11,10,1.29%,821 SOUTH MARL SAUV BLNC 750ML,609134,9415305000142,TREASURY WINE ESTATES,ALM Warehouse,6,12.41,
,STILL WHITE,12,12,1.07%,LIND B95 SAUVIGNON BLANC 750ML,530550,9311218110223,TREASURY WINE ESTATES,ALM Warehouse,6,5.69,
,STILL WHITE,13,13,0.96%,HOUGHTON WHITE CLASSIC   750ML,526111,9311420036090,VINARCHY AUSTRALIA,ALM Warehouse,6,7.92,
,STILL WHITE,14,20,0.94%,TATACHILLA WHT ADML S/BLC750ML,244840,9313048007988,VINARCHY AUSTRALIA,ALM Warehouse,6,7.34,
,STILL WHITE,15,14,0.93%,W/BLASS RED LBL CHARD    750ML,533956,9312088241000,TREASURY WINE ESTATES,ALM Warehouse,6,6.05,
,STILL WHITE,16,17,0.88%,SECRET STONE SAV BLNC MV 750ML,502109,9415305186068,TREASURY WINE ESTATES,ALM Warehouse,6,11.26,
,STILL WHITE,17,15,0.86%,BANROCK STN SAUV BLANC      1L,568927,9311043766459,VINARCHY AUSTRALIA,ALM Warehouse,6,8.02,
,STILL WHITE,18,19,0.82%,MATUA VLY MARLB SAV BLNC 750ML,509583,9415305122011,TREASURY WINE ESTATES,ALM Warehouse,6,11.26,
,STILL WHITE,19,16,0.79%,YELLOWTAIL CHARDONNAY    750ML,580199,9322214007387,CASELLA WINES PTY LTD,ALM Warehouse,12,7.35,
,STILL WHITE,20,25,0.73%,DE BORTOLI S/HIL SSB     750ML,599318,9300752020426,DE BORTOLI WINES PTY LIMI,ALM Warehouse,12,4.81,
,STILL WHITE,21,28,0.72%,MUD HOUSE PINOT GRIS     750ML,510026,9421018071171,VINARCHY AUSTRALIA,ALM Warehouse,6,11.74,
,STILL WHITE,22,36,0.71%,SQUEALING PIG P/GRIS NZ  750ML,861799,9415305004669,TREASURY WINE ESTATES,ALM Warehouse,6,13.24,
,STILL WHITE,23,18,0.69%,JACOBS CK CHARDONNAY     750ML,532188,9311043400001,VINARCHY AUSTRALIA,ALM Warehouse,12,7.56,
,STILL WHITE,24,1350,0.67%,FAT BASTARD CHARDONNAY6S 750ML,242490,9316128001678,JOVAL WINE GROUP PTY LTD,ALM Warehouse,6,12.31,
,STILL WHITE,25,22,0.65%,JACOBS CK C/HARV SAV BLC 750ML,544384,9311043403187,VINARCHY AUSTRALIA,ALM Warehouse,6,8.90,
,SUNDRY WINE ALL CAN,1,1,92.96%,BROWN BRO MOSCATO ROSE  C250ML,678984,9311124402955,BROWN FAMILY WINE GROUP,ALM Warehouse,24,4.14,
,SUNDRY WINE ALL CAN,2,2,7.04%,TURKEY FLAT ROSE CAN     250ML,624901,,,,,,
,WINE KEGS,1,1,26.30%,SQUEALING PIG S/BLANC KEG  30L,468737,04687375,TREASURY WINE ESTATES,ALM Warehouse,1,646.40,
,WINE KEGS,2,2,18.08%,MUD HOUSE SAUV BLANC KEG   30L,913067,09130678,VINARCHY AUSTRALIA,ALM Warehouse,1,546.17,
,WINE KEGS,3,3,6.80%,TGALLANT C/SCHK P/GRIG KEG 30L,716936,07169366,TREASURY WINE ESTATES,ALM Warehouse,1,572.89,
,WINE KEGS,4,4,6.75%,VICTORIAN ROSE KEG         30L,924306,9326983000754,TREASURY WINE ESTATES,ALM Warehouse,1,572.89,
,WINE KEGS,5,7,5.53%,ANGOVE NZ SAUVBLANC KEG    30L,452079,9300694001668,VINTAGE HOUSE WINE & SPIR,ALM Warehouse,1,523.47,
,WINE KEGS,6,5,4.51%,T'GALLANT JULIET BL MOS KEG30L,468753,04687535,TREASURY WINE ESTATES,ALM Warehouse,1,490.31,
,WINE KEGS,7,17,4.41%,TATACHILLA PINOT GRIGIO KEG30L,998091,09890916,VINARCHY AUSTRALIA,ALM Warehouse,1,377.57,
,WINE KEGS,8,11,4.38%,TATACHILLA ROSE KEG        30L,998122,09891227,VINARCHY AUSTRALIA,ALM Warehouse,1,377.57,
,WINE KEGS,9,6,3.93%,ST HUBERTS STAG CHARD KEG  30L,716910,07169106,TREASURY WINE ESTATES,ALM Warehouse,1,589.68,
,WINE KEGS,10,43,2.91%,TATACHILLA MOSCATO KEG     30L,998075,09890756,VINARCHY AUSTRALIA,ALM Warehouse,1,377.57,
,WINE KEGS,11,9,2.74%,TATACHILLA SHIRAZ KEG      30L,391998,9313048107695,VINARCHY AUSTRALIA,ALM Warehouse,1,377.57,
,WINE KEGS,12,10,2.61%,TATACHILLA CHARDONNAY KEG  30L,460297,,,,,,
,WINE KEGS,13,8,2.45%,SALTRAM SHIRAZ 1859 KEG    30L,468745,04687450,TREASURY WINE ESTATES,ALM Warehouse,1,618.05,
,WINE KEGS,14,13,1.44%,5TH LEG SEM SAUV BLANC KEG 30L,498122,,,,,,
,WINE KEGS,15,14,1.29%,ANGOVE CHARDONNAY KEG      30L,286300,,ANGOVE'S PROPRIETARY LIMITED,ALM Connect,1,532.13,
,WINE KEGS,16,19,1.07%,ANGOVE PINOT GRIGIO KEG    30L,457655,,ANGOVE'S PROPRIETARY LIMITED,ALM Connect,1,532.13,
,WINE KEGS,17,18,0.96%,ANGOVE MCVALE SHIRAZ KEG   30L,457558,,ANGOVE'S PROPRIETARY LIMITED,ALM Connect,1,532.13,
,WINE KEGS,18,15,0.92%,VICTORIAN PINOT NOIR KEG   30L,969217,,,,,,
,WINE KEGS,19,20,0.62%,SUGAR & SPICE MOSCATO KEG  30L,286305,,ANGOVE'S PROPRIETARY LIMITED,ALM Connect,1,532.13,
,WINE KEGS,20,22,0.51%,TWIN ISLANDS SAU BLANC KEG 30L,490373,,,,,,
,WINE KEGS,21,21,0.49%,ANGOVE ROSE KEG            30L,461840,,ANGOVE'S PROPRIETARY LIMITED,ALM Connect,1,532.13,
,WINE KEGS,22,25,0.41%,TATACHILLA PINOT NOIR KEG 30L,391906,,,,,,
,WINE KEGS,23,30,0.33%,TEMPUS TWO VAR S/BLAN KEG  30L,661482,,,,,,
,WINE KEGS,24,23,0.28%,INNOCENT BYSTAND ROSE KEG  20L,923376,,,,,,
,WINE KEGS,25,28,0.07%,TEMPUS TWO VAR ROSE KEG    30L,661652,,,,,,
,WINE OTHER,1,1,7.65%,DIVAS VKAT               700ML,561205,9331772900047,DIVAS BEVERAGES AUSTRALIA,ALM Warehouse,12,9.49,
,WINE OTHER,2,3,4.75%,DE BORTOLI S/HIL TAWNY   750ML,515869,9300752020181,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,5.29,
,WINE OTHER,3,4,4.40%,W/BLASS RED LBL TWNY PRT 750ML,506307,9312088000164,TREASURY WINE ESTATES,ALM Warehouse,6,6.05,
,WINE OTHER,4,2,4.23%,DE BORTOLI LIMONCLLO SPR 750ML,776944,9300752052090,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,14.70,
,WINE OTHER,5,11,4.08%,DIVAS VKAT                  1L,862635,9349658000750,DIVAS BEVERAGES AUSTRALIA,ALM Warehouse,12,11.41,
,WINE OTHER,6,5,3.48%,BOB MR MASON SPK CUVEE   750ML,293954,,,,,,
,WINE OTHER,7,7,3.14%,PENFOLDS CLUB PORT       750ML,509614,9310297000203,PENFOLDS WINES INTERNATIO,ALM Warehouse,6,9.93,
,WINE OTHER,8,6,3.04%,MCW RR TAWNY             750ML,509096,9311769011000,CALABRIA FAMILY WINES P/L,ALM Warehouse,12,6.02,
,WINE OTHER,9,8,2.89%,STONES GINGER WINE       750ML,540296,9300694281046,VINTAGE HOUSE WINE & SPIR,ALM Warehouse,12,9.03,
,WINE OTHER,10,9,2.41%,ZONZO NV LIMONCELLO SPRTZ750ML,619286,9354864001224,ZONZO ESTATE,ALM Warehouse,6,15.75,
,WINE OTHER,11,12,2.09%,STONES GINGER WINE        1.5L,540416,9300694281084,VINTAGE HOUSE WINE & SPIR,ALM Warehouse,6,19.50,
,WINE OTHER,12,148,2.00%,RICHLAND LIMONCELLO SPTZ 750ML,221635,9319020013725,CALABRIA FAMILY WINES P/L,ALM Warehouse,6,6.07,
,WINE OTHER,13,13,1.86%,DIVAS VKAT RASPBERRY     700ML,188390,9331772010029,DIVAS BEVERAGES AUSTRALIA,ALM Warehouse,12,9.49,
,WINE OTHER,14,15,1.85%,DE BORTOLI K/V PROSC ROSE750ML,160821,9300752221137,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,12.30,
,WINE OTHER,15,14,1.82%,KILKENNY CREAM LIQUEUR   750ML,579677,9311471277114,AUSTRALIAN VINTAGE-DOMEST,ALM Warehouse,6,13.46,
,WINE OTHER,16,16,1.62%,MCW INHERIT TAWNY PORT   750ML,555665,9311769526009,CALABRIA FAMILY WINES P/L,ALM Warehouse,12,4.47,
,WINE OTHER,17,17,1.55%,MCWILLIAM'S RR TAWNY      1.5L,444877,9311769006518,CALABRIA FAMILY WINES P/L,ALM Warehouse,6,11.35,
,WINE OTHER,18,19,1.45%,DIVAS VKAT BLUEBERRY     700ML,813393,9349658000903,DIVAS BEVERAGES AUSTRALIA,ALM Warehouse,12,9.49,
,WINE OTHER,19,22,1.37%,FINBAR OLEARY VEL CRM LIQ745ML,355780,9300752840185,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,13.76,
,WINE OTHER,20,18,1.29%,MCW CREAM APERA          750ML,513079,9311769001001,CALABRIA FAMILY WINES P/L,ALM Warehouse,12,6.02,
,WINE OTHER,21,20,1.25%,BROWN BRO AUST TAWNY     750ML,509012,0029147508873,BROWN FAMILY WINE GROUP,ALM Warehouse,6,14.04,
,WINE OTHER,22,23,1.21%,GALWAY PIPE PORT         750ML,510403,9315212005691,VOK BEVERAGES - WINES,ALM Warehouse,6,26.00,
,WINE OTHER,23,34,1.20%,DE BORTOLI LIMONCELLO SPZ200ML,986751,9300752052199,DE BORTOLI WINES PTY LIMI,ALM Warehouse,24,4.76,
,WINE OTHER,24,253,1.18%,DE BORTOLI LEMLIME SPRITZ750ML,325900,9300752052656,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,14.70,
,WINE OTHER,25,30,1.02%,STONES MAC               750ML,585408,9300694284344,VINTAGE HOUSE WINE & SPIR,ALM Warehouse,6,12.74,
,WINE SPARKLING WHITE,1,2,6.31%,DE BORTOLI K/V PROSECCO  750ML,450909,9300752220949,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,12.30,
,WINE SPARKLING WHITE,2,1,5.65%,BROWN BRO PROSECCO NV    750ML,524376,0029147360952,BROWN FAMILY WINE GROUP,ALM Warehouse,6,13.07,
,WINE SPARKLING WHITE,3,3,5.16%,JACOBS CK CHARD PINOT    750ML,553304,9311043403309,VINARCHY AUSTRALIA,ALM Warehouse,6,7.53,
,WINE SPARKLING WHITE,4,4,4.45%,YELLOWGLEN YELLOW SPK    750ML,567442,9300770000257,TREASURY WINE ESTATES,ALM Warehouse,6,7.17,
,WINE SPARKLING WHITE,5,5,3.80%,W/BLASS RED LBL CHD PNT  750ML,542840,9312088351006,TREASURY WINE ESTATES,ALM Warehouse,6,6.05,
,WINE SPARKLING WHITE,6,6,3.54%,BROWN BRO PROSECCO       200ML,583273,9311124400128,BROWN FAMILY WINE GROUP,ALM Warehouse,24,4.08,
,WINE SPARKLING WHITE,7,7,3.15%,CHANDON BRUT NV          750ML,794984,9315321200000,MOET HENNESSY AUSTRALIA,ALM Warehouse,6,23.41,YES
,WINE SPARKLING WHITE,8,8,2.42%,JANSZ NON VINTAGE        750ML,781363,9311789078601,SAMUEL SMITH & SON,ALM Warehouse,6,23.40,
,WINE SPARKLING WHITE,9,13,2.33%,DE BORTOLI K/V PROSECCO  200ML,155119,9300752221045,DE BORTOLI WINES PTY LIMI,ALM Warehouse,24,3.96,
,WINE SPARKLING WHITE,10,10,2.19%,G/BURGE PINOT CHARD NV   750ML,535194,9315705000004,VINARCHY AUSTRALIA,ALM Warehouse,6,16.42,
,WINE SPARKLING WHITE,11,9,2.00%,YELLOWTAIL BUBBLES       750ML,775396,9322214009480,CASELLA WINES PTY LTD,ALM Warehouse,12,7.35,
,WINE SPARKLING WHITE,12,11,1.78%,PASSION POP ORIGINAL     750ML,541585,93363808,AUSTRALIAN VINTAGE-DOMEST,ALM Warehouse,6,5.90,
,WINE SPARKLING WHITE,13,15,1.67%,TEMPUS TWO VAR PROSECCO 750ML,748828,9315743503543,AUSTRALIAN VINTAGE-DOMEST,ALM Warehouse,6,9.53,
,WINE SPARKLING WHITE,14,12,1.61%,CROSER NON VINTAGE       750ML,515018,9338979000341,VINARCHY AUSTRALIA,ALM Warehouse,6,19.31,
,WINE SPARKLING WHITE,15,14,1.48%,G/BURGE SPK PETITE BUBBLE750ML,922249,9315705825324,VINARCHY AUSTRALIA,ALM Warehouse,6,10.36,
,WINE SPARKLING WHITE,16,18,1.41%,YELLOWGLEN Y SCREW CP NV 750ML,577646,,,,,,
,WINE SPARKLING WHITE,17,17,1.37%,BIRD IN HAND SPARKLING   750ML,559075,9325512000166,BOTTLE IN HAND,ALM Warehouse,6,18.21,
,WINE SPARKLING WHITE,18,16,1.26%,MORGANS BAY RES SPKG CUV 750ML,522633,9311220001915,TREASURY WINE ESTATES,ALM Warehouse,6,6.34,
,WINE SPARKLING WHITE,19,22,1.19%,YELLOWGLEN YELLOW LT 65NV750ML,574842,9300770002725,TREASURY WINE ESTATES,ALM Warehouse,6,7.17,
,WINE SPARKLING WHITE,20,25,1.18%,G/BURGE PROSECCO NV      750ML,395748,9315705874865,VINARCHY AUSTRALIA,ALM Warehouse,6,11.96,
,WINE SPARKLING WHITE,21,26,1.13%,DE BORTOLI S/HIL BRUT    750ML,507484,9300752020228,DE BORTOLI WINES PTY LIMI,ALM Warehouse,6,5.29,
,WINE SPARKLING WHITE,22,23,1.10%,OYSTER BAY CUV BRUT SPRK 750ML,512492,9415549811610,DELEGAT AUSTRALIA PTY LTD,ALM Warehouse,6,17.02,
,WINE SPARKLING WHITE,23,20,1.08%,YARRA BURN PROSECCO      750ML,930438,9311043840555,VINARCHY AUSTRALIA,ALM Warehouse,6,9.28,
,WINE SPARKLING WHITE,24,27,1.03%,DA LUCA PROSECCO         750ML,222369,5010134912990,VINARCHY AUSTRALIA,ALM Warehouse,6,15.78,YES
,WINE SPARKLING WHITE,25,31,1.03%,TRUE ILLUSION PROSECCO   750ML,986269,,,,,,
